id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_penduduk,satuan,tahun
214,32,JAWA BARAT,3277,KOTA CIMAHI,601.099,RIBU ORANG,2017
215,32,JAWA BARAT,3278,KOTA TASIKMALAYA,661.404,RIBU ORANG,2017
216,32,JAWA BARAT,3279,KOTA BANJAR,182.388,RIBU ORANG,2017
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,5840.9,RIBU ORANG,2018
218,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2460.7,RIBU ORANG,2018
219,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2260.6,RIBU ORANG,2018
220,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3717.3,RIBU ORANG,2018
221,32,JAWA BARAT,3205,KABUPATEN GARUT,2606.4,RIBU ORANG,2018
222,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1751.3,RIBU ORANG,2018
223,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1188.6,RIBU ORANG,2018
224,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1074.5,RIBU ORANG,2018
225,32,JAWA BARAT,3209,KABUPATEN CIREBON,2176.2,RIBU ORANG,2018
226,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1199.3,RIBU ORANG,2018
227,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1149.9,RIBU ORANG,2018
228,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1719.2,RIBU ORANG,2018
229,32,JAWA BARAT,3213,KABUPATEN SUBANG,1579.0,RIBU ORANG,2018
230,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,953.4,RIBU ORANG,2018
231,32,JAWA BARAT,3215,KABUPATEN KARAWANG,2336.0,RIBU ORANG,2018
232,32,JAWA BARAT,3216,KABUPATEN BEKASI,3630.9,RIBU ORANG,2018
233,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1683.7,RIBU ORANG,2018
234,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,397.2,RIBU ORANG,2018
235,32,JAWA BARAT,3271,KOTA BOGOR,1096.8,RIBU ORANG,2018
236,32,JAWA BARAT,3272,KOTA SUKABUMI,326.3,RIBU ORANG,2018
237,32,JAWA BARAT,3273,KOTA BANDUNG,2503.7,RIBU ORANG,2018
238,32,JAWA BARAT,3274,KOTA CIREBON,316.3,RIBU ORANG,2018
239,32,JAWA BARAT,3275,KOTA BEKASI,2931.9,RIBU ORANG,2018
240,32,JAWA BARAT,3276,KOTA DEPOK,2330.3,RIBU ORANG,2018
241,32,JAWA BARAT,3277,KOTA CIMAHI,607.8,RIBU ORANG,2018
242,32,JAWA BARAT,3278,KOTA TASIKMALAYA,662.7,RIBU ORANG,2018
243,32,JAWA BARAT,3279,KOTA BANJAR,182.8,RIBU ORANG,2018
244,32,JAWA BARAT,3201,KABUPATEN BOGOR,5965.4,RIBU ORANG,2019
245,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2466.3,RIBU ORANG,2019
246,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2263.1,RIBU ORANG,2019
247,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3775.3,RIBU ORANG,2019
248,32,JAWA BARAT,3205,KABUPATEN GARUT,2622.4,RIBU ORANG,2019
249,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1754.1,RIBU ORANG,2019
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1195.2,RIBU ORANG,2019
251,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1080.8,RIBU ORANG,2019
252,32,JAWA BARAT,3209,KABUPATEN CIREBON,2192.9,RIBU ORANG,2019
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1205.0,RIBU ORANG,2019
254,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1152.4,RIBU ORANG,2019
255,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1728.5,RIBU ORANG,2019
256,32,JAWA BARAT,3213,KABUPATEN SUBANG,1595.8,RIBU ORANG,2019
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,962.9,RIBU ORANG,2019
258,32,JAWA BARAT,3215,KABUPATEN KARAWANG,2353.9,RIBU ORANG,2019
259,32,JAWA BARAT,3216,KABUPATEN BEKASI,3763.9,RIBU ORANG,2019
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1699.9,RIBU ORANG,2019
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,399.3,RIBU ORANG,2019
262,32,JAWA BARAT,3271,KOTA BOGOR,1112.1,RIBU ORANG,2019
263,32,JAWA BARAT,3272,KOTA SUKABUMI,328.7,RIBU ORANG,2019
264,32,JAWA BARAT,3273,KOTA BANDUNG,2507.9,RIBU ORANG,2019
265,32,JAWA BARAT,3274,KOTA CIREBON,319.3,RIBU ORANG,2019
266,32,JAWA BARAT,3275,KOTA BEKASI,3003.9,RIBU ORANG,2019
267,32,JAWA BARAT,3276,KOTA DEPOK,2406.8,RIBU ORANG,2019
268,32,JAWA BARAT,3277,KOTA CIMAHI,614.3,RIBU ORANG,2019
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,663.5,RIBU ORANG,2019
270,32,JAWA BARAT,3279,KOTA BANJAR,183.1,RIBU ORANG,2019
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,5409.37,RIBU ORANG,2020
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2718.74,RIBU ORANG,2020
273,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2470.56,RIBU ORANG,2020
274,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3616.54,RIBU ORANG,2020
275,32,JAWA BARAT,3205,KABUPATEN GARUT,2577.35,RIBU ORANG,2020
276,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1861.06,RIBU ORANG,2020
277,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1226.05,RIBU ORANG,2020
278,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1162.59,RIBU ORANG,2020
279,32,JAWA BARAT,3209,KABUPATEN CIREBON,2270.35,RIBU ORANG,2020
280,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1301.57,RIBU ORANG,2020
281,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1149.47,RIBU ORANG,2020
282,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1829.23,RIBU ORANG,2020
283,32,JAWA BARAT,3213,KABUPATEN SUBANG,1605.25,RIBU ORANG,2020
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,994.33,RIBU ORANG,2020
285,32,JAWA BARAT,3215,KABUPATEN KARAWANG,2434.09,RIBU ORANG,2020
286,32,JAWA BARAT,3216,KABUPATEN BEKASI,3101.73,RIBU ORANG,2020
287,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1782.19,RIBU ORANG,2020
288,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,422.41,RIBU ORANG,2020
289,32,JAWA BARAT,3271,KOTA BOGOR,1040.57,RIBU ORANG,2020
290,32,JAWA BARAT,3272,KOTA SUKABUMI,344.83,RIBU ORANG,2020
291,32,JAWA BARAT,3273,KOTA BANDUNG,2438.35,RIBU ORANG,2020
292,32,JAWA BARAT,3274,KOTA CIREBON,332.58,RIBU ORANG,2020
293,32,JAWA BARAT,3275,KOTA BEKASI,2536.12,RIBU ORANG,2020
294,32,JAWA BARAT,3276,KOTA DEPOK,2046.83,RIBU ORANG,2020
295,32,JAWA BARAT,3277,KOTA CIMAHI,566.17,RIBU ORANG,2020
296,32,JAWA BARAT,3278,KOTA TASIKMALAYA,713.67,RIBU ORANG,2020
297,32,JAWA BARAT,3279,KOTA BANJAR,200.27,RIBU ORANG,2020
298,32,JAWA BARAT,3201,KABUPATEN BOGOR,5484.15,RIBU ORANG,2021
299,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2747.45,RIBU ORANG,2021
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2500.64,RIBU ORANG,2021
301,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3652.4,RIBU ORANG,2021
302,32,JAWA BARAT,3205,KABUPATEN GARUT,2613.53,RIBU ORANG,2021
303,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1876.89,RIBU ORANG,2021
304,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1234.83,RIBU ORANG,2021
305,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1175.95,RIBU ORANG,2021
306,32,JAWA BARAT,3209,KABUPATEN CIREBON,2301.33,RIBU ORANG,2021
307,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1315.01,RIBU ORANG,2021
308,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1159.26,RIBU ORANG,2021
309,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1851.73,RIBU ORANG,2021
310,32,JAWA BARAT,3213,KABUPATEN SUBANG,1620.7,RIBU ORANG,2021
311,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,1008.93,RIBU ORANG,2021
312,32,JAWA BARAT,3215,KABUPATEN KARAWANG,2465.57,RIBU ORANG,2021
313,32,JAWA BARAT,3216,KABUPATEN BEKASI,3148.74,RIBU ORANG,2021
314,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1808.42,RIBU ORANG,2021
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,425.59,RIBU ORANG,2021
316,32,JAWA BARAT,3271,KOTA BOGOR,1050.92,RIBU ORANG,2021
317,32,JAWA BARAT,3272,KOTA SUKABUMI,350.15,RIBU ORANG,2021
318,32,JAWA BARAT,3273,KOTA BANDUNG,2461.41,RIBU ORANG,2021
319,32,JAWA BARAT,3274,KOTA CIREBON,335.81,RIBU ORANG,2021
320,32,JAWA BARAT,3275,KOTA BEKASI,2568.02,RIBU ORANG,2021
321,32,JAWA BARAT,3276,KOTA DEPOK,2081.13,RIBU ORANG,2021
322,32,JAWA BARAT,3277,KOTA CIMAHI,574.45,RIBU ORANG,2021
323,32,JAWA BARAT,3278,KOTA TASIKMALAYA,723.1,RIBU ORANG,2021
324,32,JAWA BARAT,3279,KOTA BANJAR,202.72,RIBU ORANG,2021
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,5556.31,RIBU ORANG,2022
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2775.31,RIBU ORANG,2022
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2529.81,RIBU ORANG,2022
328,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3687.25,RIBU ORANG,2022
329,32,JAWA BARAT,3205,KABUPATEN GARUT,2648.95,RIBU ORANG,2022
330,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1892.22,RIBU ORANG,2022
331,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1243.32,RIBU ORANG,2022
332,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1189.01,RIBU ORANG,2022
333,32,JAWA BARAT,3209,KABUPATEN CIREBON,2331.36,RIBU ORANG,2022
334,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1328.01,RIBU ORANG,2022
335,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1168.84,RIBU ORANG,2022
336,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1873.4,RIBU ORANG,2022
337,32,JAWA BARAT,3213,KABUPATEN SUBANG,1635.56,RIBU ORANG,2022
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,1023.18,RIBU ORANG,2022
339,32,JAWA BARAT,3215,KABUPATEN KARAWANG,2496.19,RIBU ORANG,2022
340,32,JAWA BARAT,3216,KABUPATEN BEKASI,3193.84,RIBU ORANG,2022
341,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1834.23,RIBU ORANG,2022
342,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,428.6,RIBU ORANG,2022
343,32,JAWA BARAT,3271,KOTA BOGOR,1060.94,RIBU ORANG,2022
344,32,JAWA BARAT,3272,KOTA SUKABUMI,355.42,RIBU ORANG,2022
345,32,JAWA BARAT,3273,KOTA BANDUNG,2484.15,RIBU ORANG,2022
346,32,JAWA BARAT,3274,KOTA CIREBON,338.94,RIBU ORANG,2022
347,32,JAWA BARAT,3275,KOTA BEKASI,2598.07,RIBU ORANG,2022
348,32,JAWA BARAT,3276,KOTA DEPOK,2113.62,RIBU ORANG,2022
349,32,JAWA BARAT,3277,KOTA CIMAHI,582.65,RIBU ORANG,2022
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,732.48,RIBU ORANG,2022
351,32,JAWA BARAT,3279,KOTA BANJAR,205.14,RIBU ORANG,2022
352,32,JAWA BARAT,3201,KABUPATEN BOGOR,5627.02,RIBU ORANG,2023
353,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2802.4,RIBU ORANG,2023
354,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2558.14,RIBU ORANG,2023
355,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3721.11,RIBU ORANG,2023
356,32,JAWA BARAT,3205,KABUPATEN GARUT,2683.67,RIBU ORANG,2023
357,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1907.05,RIBU ORANG,2023
358,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1251.54,RIBU ORANG,2023
359,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1201.76,RIBU ORANG,2023
360,32,JAWA BARAT,3209,KABUPATEN CIREBON,2360.44,RIBU ORANG,2023
361,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1340.62,RIBU ORANG,2023
362,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1178.24,RIBU ORANG,2023
363,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1894.33,RIBU ORANG,2023
364,32,JAWA BARAT,3213,KABUPATEN SUBANG,1649.82,RIBU ORANG,2023
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,1037.07,RIBU ORANG,2023
366,32,JAWA BARAT,3215,KABUPATEN KARAWANG,2526.0,RIBU ORANG,2023
367,32,JAWA BARAT,3216,KABUPATEN BEKASI,3237.42,RIBU ORANG,2023
368,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1859.64,RIBU ORANG,2023
369,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,431.46,RIBU ORANG,2023
370,32,JAWA BARAT,3271,KOTA BOGOR,1070.72,RIBU ORANG,2023
371,32,JAWA BARAT,3272,KOTA SUKABUMI,360.64,RIBU ORANG,2023
372,32,JAWA BARAT,3273,KOTA BANDUNG,2506.6,RIBU ORANG,2023
373,32,JAWA BARAT,3274,KOTA CIREBON,341.98,RIBU ORANG,2023
374,32,JAWA BARAT,3275,KOTA BEKASI,2627.21,RIBU ORANG,2023
375,32,JAWA BARAT,3276,KOTA DEPOK,2145.4,RIBU ORANG,2023
376,32,JAWA BARAT,3277,KOTA CIMAHI,590.78,RIBU ORANG,2023
377,32,JAWA BARAT,3278,KOTA TASIKMALAYA,741.76,RIBU ORANG,2023
378,32,JAWA BARAT,3279,KOTA BANJAR,207.51,RIBU ORANG,2023
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,5682.3,RIBU ORANG,2024
380,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2828.02,RIBU ORANG,2024
381,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2584.99,RIBU ORANG,2024
382,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3753.12,RIBU ORANG,2024
383,32,JAWA BARAT,3205,KABUPATEN GARUT,2716.95,RIBU ORANG,2024
384,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1920.92,RIBU ORANG,2024
385,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1259.23,RIBU ORANG,2024
386,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1213.93,RIBU ORANG,2024
387,32,JAWA BARAT,3209,KABUPATEN CIREBON,2387.96,RIBU ORANG,2024
388,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1352.54,RIBU ORANG,2024
389,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1187.13,RIBU ORANG,2024
390,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1914.04,RIBU ORANG,2024
391,32,JAWA BARAT,3213,KABUPATEN SUBANG,1663.16,RIBU ORANG,2024
392,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,1050.34,RIBU ORANG,2024
393,32,JAWA BARAT,3215,KABUPATEN KARAWANG,2554.38,RIBU ORANG,2024
394,32,JAWA BARAT,3216,KABUPATEN BEKASI,3273.87,RIBU ORANG,2024
395,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1884.19,RIBU ORANG,2024
396,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,434.1,RIBU ORANG,2024
397,32,JAWA BARAT,3271,KOTA BOGOR,1078.35,RIBU ORANG,2024
398,32,JAWA BARAT,3272,KOTA SUKABUMI,365.74,RIBU ORANG,2024
399,32,JAWA BARAT,3273,KOTA BANDUNG,2528.16,RIBU ORANG,2024
400,32,JAWA BARAT,3274,KOTA CIREBON,344.85,RIBU ORANG,2024
401,32,JAWA BARAT,3275,KOTA BEKASI,2644.06,RIBU ORANG,2024
402,32,JAWA BARAT,3276,KOTA DEPOK,2163.64,RIBU ORANG,2024
403,32,JAWA BARAT,3277,KOTA CIMAHI,598.7,RIBU ORANG,2024
404,32,JAWA BARAT,3278,KOTA TASIKMALAYA,750.73,RIBU ORANG,2024
405,32,JAWA BARAT,3279,KOTA BANJAR,209.79,RIBU ORANG,2024
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,5721.62,RIBU ORANG,2025
407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,2852.11,RIBU ORANG,2025
408,32,JAWA BARAT,3203,KABUPATEN CIANJUR,2610.32,RIBU ORANG,2025
409,32,JAWA BARAT,3204,KABUPATEN BANDUNG,3783.21,RIBU ORANG,2025
410,32,JAWA BARAT,3205,KABUPATEN GARUT,2748.7,RIBU ORANG,2025
411,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,1933.81,RIBU ORANG,2025
412,32,JAWA BARAT,3207,KABUPATEN CIAMIS,1266.33,RIBU ORANG,2025
413,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1225.49,RIBU ORANG,2025
414,32,JAWA BARAT,3209,KABUPATEN CIREBON,2413.81,RIBU ORANG,2025
415,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1363.76,RIBU ORANG,2025
416,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,1195.53,RIBU ORANG,2025
417,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,1932.52,RIBU ORANG,2025
418,32,JAWA BARAT,3213,KABUPATEN SUBANG,1675.52,RIBU ORANG,2025
419,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,1062.97,RIBU ORANG,2025
420,32,JAWA BARAT,3215,KABUPATEN KARAWANG,2581.25,RIBU ORANG,2025
421,32,JAWA BARAT,3216,KABUPATEN BEKASI,3303.02,RIBU ORANG,2025
422,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1907.82,RIBU ORANG,2025
423,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,436.49,RIBU ORANG,2025
424,32,JAWA BARAT,3271,KOTA BOGOR,1083.78,RIBU ORANG,2025
425,32,JAWA BARAT,3272,KOTA SUKABUMI,370.68,RIBU ORANG,2025
426,32,JAWA BARAT,3273,KOTA BANDUNG,2548.78,RIBU ORANG,2025
427,32,JAWA BARAT,3274,KOTA CIREBON,347.54,RIBU ORANG,2025
428,32,JAWA BARAT,3275,KOTA BEKASI,2648.27,RIBU ORANG,2025
429,32,JAWA BARAT,3276,KOTA DEPOK,2167.96,RIBU ORANG,2025
430,32,JAWA BARAT,3277,KOTA CIMAHI,606.38,RIBU ORANG,2025
431,32,JAWA BARAT,3278,KOTA TASIKMALAYA,759.37,RIBU ORANG,2025
432,32,JAWA BARAT,3279,KOTA BANJAR,211.96,RIBU ORANG,2025
