id,kemendagri_provinsi_kode,kemendagri_kota_kode,kemendagri_kecamatan_kode,kemendagri_provinsi_nama,kemendagri_kota_nama,kemendagri_kecamatan_nama,bps_provinsi_kode,bps_kota_kode,bps_kecamatan_kode,bps_provinsi_nama,bps_kota_nama,bps_kecamatan_nama,latitude,longitude,kode_pos,status_adm
132,32,32.04,32.04.17,JAWA BARAT,KAB. BANDUNG,CIMAUNG,32,3204,3204030,JAWA BARAT,KABUPATEN BANDUNG,CIMAUNG,-7.09253,107.56162,40374.0,
133,32,32.04,32.04.25,JAWA BARAT,KAB. BANDUNG,CICALENGKA,32,3204,3204100,JAWA BARAT,KABUPATEN BANDUNG,CICALENGKA,-6.99365,107.84396,40395.0,
134,32,32.04,32.04.26,JAWA BARAT,KAB. BANDUNG,NAGREG,32,3204,3204101,JAWA BARAT,KABUPATEN BANDUNG,NAGREG,-6.91014,107.70713,40199.0,
135,32,32.04,32.04.27,JAWA BARAT,KAB. BANDUNG,CIKANCUNG,32,3204,3204090,JAWA BARAT,KABUPATEN BANDUNG,CIKANCUNG,-7.0169,107.82459,40396.0,
136,32,32.04,32.04.28,JAWA BARAT,KAB. BANDUNG,RANCAEKEK,32,3204,3204110,JAWA BARAT,KABUPATEN BANDUNG,RANCAEKEK,-6.94403,107.75704,40393.0,
137,32,32.04,32.04.29,JAWA BARAT,KAB. BANDUNG,CIPARAY,32,3204,3204130,JAWA BARAT,KABUPATEN BANDUNG,CIPARAY,-7.03089,107.72027,40381.0,
138,32,32.04,32.04.30,JAWA BARAT,KAB. BANDUNG,PACET,32,3204,3204060,JAWA BARAT,KABUPATEN BANDUNG,PACET,-7.09323,107.71397,40385.0,
139,32,32.04,32.04.31,JAWA BARAT,KAB. BANDUNG,KERTASARI,32,3204,3204050,JAWA BARAT,KABUPATEN BANDUNG,KERTASARI,-7.23823,107.65391,40386.0,
140,32,32.04,32.04.32,JAWA BARAT,KAB. BANDUNG,BALEENDAH,32,3204,3204140,JAWA BARAT,KABUPATEN BANDUNG,BALEENDAH,-7.00964,107.62705,40375.0,
141,32,32.04,32.04.33,JAWA BARAT,KAB. BANDUNG,MAJALAYA,32,3204,3204120,JAWA BARAT,KABUPATEN BANDUNG,MAJALAYA,-7.04579,107.75931,40382.0,
142,32,32.04,32.04.34,JAWA BARAT,KAB. BANDUNG,SOLOKANJERUK,32,3204,3204121,JAWA BARAT,KABUPATEN BANDUNG,SOLOKAN JERUK,-7.01212,107.73735,40387.0,
143,32,32.04,32.04.35,JAWA BARAT,KAB. BANDUNG,PASEH,32,3204,3204080,JAWA BARAT,KABUPATEN BANDUNG,PASEH,-7.02936,107.78713,40383.0,
144,32,32.04,32.04.36,JAWA BARAT,KAB. BANDUNG,IBUN,32,3204,3204070,JAWA BARAT,KABUPATEN BANDUNG,IBUN,-7.14239,107.78119,40384.0,
145,32,32.04,32.04.37,JAWA BARAT,KAB. BANDUNG,SOREANG,32,3204,3204190,JAWA BARAT,KABUPATEN BANDUNG,SOREANG,-7.03188,107.5367,40317.0,
146,32,32.04,32.04.38,JAWA BARAT,KAB. BANDUNG,PASIRJAMBU,32,3204,3204020,JAWA BARAT,KABUPATEN BANDUNG,PASIRJAMBU,-7.09117,107.47865,40364.0,
147,32,32.04,32.04.39,JAWA BARAT,KAB. BANDUNG,CIWIDEY,32,3204,3204010,JAWA BARAT,KABUPATEN BANDUNG,CIWIDEY,-7.10097,107.45377,40362.0,
148,32,32.04,32.04.40,JAWA BARAT,KAB. BANDUNG,RANCABALI,32,3204,3204011,JAWA BARAT,KABUPATEN BANDUNG,RANCABALI,-7.1572,107.36647,40363.0,
149,32,32.04,32.04.44,JAWA BARAT,KAB. BANDUNG,CANGKUANG,32,3204,3204161,JAWA BARAT,KABUPATEN BANDUNG,CANGKUANG,-6.98232,107.79903,40394.0,
150,32,32.04,32.04.46,JAWA BARAT,KAB. BANDUNG,KUTAWARINGIN,32,3204,3204191,JAWA BARAT,KABUPATEN BANDUNG,KUTAWARINGIN,-7.00079,107.50371,40356.0,
151,32,32.05,32.05.01,JAWA BARAT,KAB. GARUT,GARUT KOTA,32,3205,3205190,JAWA BARAT,KABUPATEN GARUT,GARUT KOTA,-7.22914,107.90969,44112.0,
152,32,32.05,32.05.02,JAWA BARAT,KAB. GARUT,KARANGPAWITAN,32,3205,3205200,JAWA BARAT,KABUPATEN GARUT,KARANGPAWITAN,-7.20245,107.95914,44182.0,
153,32,32.05,32.05.03,JAWA BARAT,KAB. GARUT,WANARAJA,32,3205,3205210,JAWA BARAT,KABUPATEN GARUT,WANARAJA,-7.17459,107.97456,44183.0,
154,32,32.05,32.05.04,JAWA BARAT,KAB. GARUT,TAROGONG KALER,32,3205,3205182,JAWA BARAT,KABUPATEN GARUT,TAROGONG KALER,-7.18022,107.87473,44131.0,
155,32,32.05,32.05.05,JAWA BARAT,KAB. GARUT,TAROGONG KIDUL,32,3205,3205181,JAWA BARAT,KABUPATEN GARUT,TAROGONG KIDUL,-7.19049,107.89083,44126.0,
156,32,32.05,32.05.06,JAWA BARAT,KAB. GARUT,BANYURESMI,32,3205,3205230,JAWA BARAT,KABUPATEN GARUT,BANYURESMI,-7.14874,107.95168,44191.0,
157,32,32.05,32.05.07,JAWA BARAT,KAB. GARUT,SAMARANG,32,3205,3205170,JAWA BARAT,KABUPATEN GARUT,SAMARANG,-7.21814,107.83844,44161.0,
158,32,32.05,32.05.08,JAWA BARAT,KAB. GARUT,PASIRWANGI,32,3205,3205171,JAWA BARAT,KABUPATEN GARUT,PASIRWANGI,-7.21214,107.77597,44154.0,
159,32,32.05,32.05.09,JAWA BARAT,KAB. GARUT,LELES,32,3205,3205240,JAWA BARAT,KABUPATEN GARUT,LELES,-7.1066,107.89861,44152.0,
160,32,32.05,32.05.10,JAWA BARAT,KAB. GARUT,KADUNGORA,32,3205,3205280,JAWA BARAT,KABUPATEN GARUT,KADUNGORA,-7.06861,107.899,44153.0,
161,32,32.05,32.05.11,JAWA BARAT,KAB. GARUT,LEUWIGOONG,32,3205,3205250,JAWA BARAT,KABUPATEN GARUT,LEUWIGOONG,-7.09418,107.95843,44192.0,
162,32,32.05,32.05.12,JAWA BARAT,KAB. GARUT,CIBATU,32,3205,3205260,JAWA BARAT,KABUPATEN GARUT,CIBATU,-7.10564,107.97123,44185.0,
163,32,32.05,32.05.13,JAWA BARAT,KAB. GARUT,KERSAMANAH,32,3205,3205261,JAWA BARAT,KABUPATEN GARUT,KERSAMANAH,-7.05672,108.03487,44194.0,
164,32,32.05,32.05.14,JAWA BARAT,KAB. GARUT,MALANGBONG,32,3205,3205310,JAWA BARAT,KABUPATEN GARUT,MALANGBONG,-7.05263,108.08827,44188.0,
165,32,32.05,32.05.15,JAWA BARAT,KAB. GARUT,SUKAWENING,32,3205,3205220,JAWA BARAT,KABUPATEN GARUT,SUKAWENING,-7.14319,108.00011,44184.0,
166,32,32.05,32.05.16,JAWA BARAT,KAB. GARUT,KARANGTENGAH,32,3205,3205221,JAWA BARAT,KABUPATEN GARUT,KARANGTENGAH,-7.07463,107.89188,44153.0,
167,32,32.05,32.05.17,JAWA BARAT,KAB. GARUT,BAYONGBONG,32,3205,3205150,JAWA BARAT,KABUPATEN GARUT,BAYONGBONG,-7.26915,107.82268,44162.0,
168,32,32.05,32.05.18,JAWA BARAT,KAB. GARUT,CIGEDUG,32,3205,3205151,JAWA BARAT,KABUPATEN GARUT,CIGEDUG,-7.33313,107.80622,44156.0,
169,32,32.05,32.05.19,JAWA BARAT,KAB. GARUT,CILAWU,32,3205,3205140,JAWA BARAT,KABUPATEN GARUT,CILAWU,-7.27678,107.91959,44181.0,
170,32,32.05,32.05.20,JAWA BARAT,KAB. GARUT,CISURUPAN,32,3205,3205160,JAWA BARAT,KABUPATEN GARUT,CISURUPAN,-7.31534,107.79373,44163.0,
171,32,32.05,32.05.21,JAWA BARAT,KAB. GARUT,SUKARESMI,32,3205,3205161,JAWA BARAT,KABUPATEN GARUT,SUKARESMI,-7.26329,107.81856,44155.0,
172,32,32.05,32.05.22,JAWA BARAT,KAB. GARUT,CIKAJANG,32,3205,3205120,JAWA BARAT,KABUPATEN GARUT,CIKAJANG,-7.35707,107.80841,44171.0,
173,32,32.05,32.05.23,JAWA BARAT,KAB. GARUT,BANJARWANGI,32,3205,3205130,JAWA BARAT,KABUPATEN GARUT,BANJARWANGI,-7.43669,107.90441,44172.0,
174,32,32.05,32.05.24,JAWA BARAT,KAB. GARUT,SINGAJAYA,32,3205,3205110,JAWA BARAT,KABUPATEN GARUT,SINGAJAYA,-7.48268,107.90861,44173.0,
175,32,32.05,32.05.25,JAWA BARAT,KAB. GARUT,CIHURIP,32,3205,3205111,JAWA BARAT,KABUPATEN GARUT,CIHURIP,-7.49081,107.86382,44179.0,
176,32,32.05,32.05.26,JAWA BARAT,KAB. GARUT,PEUNDEUY,32,3205,3205100,JAWA BARAT,KABUPATEN GARUT,PEUNDEUY,-7.52999,107.91997,44178.0,
177,32,32.05,32.05.27,JAWA BARAT,KAB. GARUT,PAMEUNGPEUK,32,3205,3205070,JAWA BARAT,KABUPATEN GARUT,PAMEUNGPEUK,-7.64404,107.72468,44175.0,
178,32,32.05,32.05.28,JAWA BARAT,KAB. GARUT,CISOMPET,32,3205,3205090,JAWA BARAT,KABUPATEN GARUT,CISOMPET,-7.54407,107.81319,44174.0,
179,32,32.05,32.05.29,JAWA BARAT,KAB. GARUT,CIBALONG,32,3205,3205080,JAWA BARAT,KABUPATEN GARUT,CIBALONG,-7.68002,107.86117,44176.0,
180,32,32.05,32.05.30,JAWA BARAT,KAB. GARUT,CIKELET,32,3205,3205060,JAWA BARAT,KABUPATEN GARUT,CIKELET,-7.61935,107.6766,44177.0,
181,32,32.05,32.05.31,JAWA BARAT,KAB. GARUT,BUNGBULANG,32,3205,3205030,JAWA BARAT,KABUPATEN GARUT,BUNGBULANG,-7.45841,107.59789,44165.0,
182,32,32.05,32.05.32,JAWA BARAT,KAB. GARUT,MEKARMUKTI,32,3205,3205031,JAWA BARAT,KABUPATEN GARUT,MEKARMUKTI,-7.50285,107.57886,44199.0,
183,32,32.05,32.05.33,JAWA BARAT,KAB. GARUT,PAKENJENG,32,3205,3205050,JAWA BARAT,KABUPATEN GARUT,PAKENJENG,-7.37307,107.71285,44168.0,
184,32,32.05,32.05.34,JAWA BARAT,KAB. GARUT,PAMULIHAN,32,3205,3205040,JAWA BARAT,KABUPATEN GARUT,PAMULIHAN,-7.26383,107.7683,44163.0,
185,32,32.05,32.05.35,JAWA BARAT,KAB. GARUT,CISEWU,32,3205,3205010,JAWA BARAT,KABUPATEN GARUT,CISEWU,-7.36787,107.49769,44166.0,
186,32,32.05,32.05.36,JAWA BARAT,KAB. GARUT,CARINGIN,32,3205,3205011,JAWA BARAT,KABUPATEN GARUT,CARINGIN,-7.45874,107.50627,44169.0,
187,32,32.05,32.05.37,JAWA BARAT,KAB. GARUT,TALEGONG,32,3205,3205020,JAWA BARAT,KABUPATEN GARUT,TALEGONG,-7.29189,107.53261,44167.0,
188,32,32.05,32.05.38,JAWA BARAT,KAB. GARUT,BL. LIMBANGAN,32,3205,3205290,JAWA BARAT,KABUPATEN GARUT,BLUBUR LIMBANGAN,-7.04272,107.95989,44186.0,
189,32,32.05,32.05.39,JAWA BARAT,KAB. GARUT,SELAAWI,32,3205,3205300,JAWA BARAT,KABUPATEN GARUT,SELAAWI,-7.00587,108.02219,44187.0,
190,32,32.05,32.05.40,JAWA BARAT,KAB. GARUT,CIBIUK,32,3205,3205270,JAWA BARAT,KABUPATEN GARUT,CIBIUK,-7.0708,107.96242,44193.0,
191,32,32.05,32.05.41,JAWA BARAT,KAB. GARUT,PANGATIKAN,32,3205,3205212,JAWA BARAT,KABUPATEN GARUT,PANGATIKAN,-7.16099,107.99369,,
192,32,32.05,32.05.42,JAWA BARAT,KAB. GARUT,SUCINARAJA,32,3205,3205211,JAWA BARAT,KABUPATEN GARUT,SUCINARAJA,-7.18698,107.97441,44196.0,
193,32,32.06,32.06.01,JAWA BARAT,KAB. TASIKMALAYA,CIPATUJAH,32,3206,3206010,JAWA BARAT,KABUPATEN TASIKMALAYA,CIPATUJAH,-7.62816,108.10117,46487.0,
194,32,32.06,32.06.02,JAWA BARAT,KAB. TASIKMALAYA,KARANGNUNGGAL,32,3206,3206020,JAWA BARAT,KABUPATEN TASIKMALAYA,KARANGNUNGGAL,-7.6323,108.1325,46486.0,
195,32,32.06,32.06.03,JAWA BARAT,KAB. TASIKMALAYA,CIKALONG,32,3206,3206030,JAWA BARAT,KABUPATEN TASIKMALAYA,CIKALONG,-7.7583,108.17792,46495.0,
196,32,32.06,32.06.04,JAWA BARAT,KAB. TASIKMALAYA,PANCATENGAH,32,3206,3206040,JAWA BARAT,KABUPATEN TASIKMALAYA,PANCATENGAH,-7.65866,108.32592,46494.0,
197,32,32.06,32.06.05,JAWA BARAT,KAB. TASIKMALAYA,CIKATOMAS,32,3206,3206050,JAWA BARAT,KABUPATEN TASIKMALAYA,CIKATOMAS,-7.54453,108.28129,46492.0,
198,32,32.06,32.06.06,JAWA BARAT,KAB. TASIKMALAYA,CIBALONG,32,3206,3206060,JAWA BARAT,KABUPATEN TASIKMALAYA,CIBALONG,-7.51871,108.17677,46485.0,
199,32,32.06,32.06.07,JAWA BARAT,KAB. TASIKMALAYA,PARUNGPONTENG,32,3206,3206061,JAWA BARAT,KABUPATEN TASIKMALAYA,PARUNGPONTENG,-7.50074,108.15763,46476.0,
200,32,32.06,32.06.08,JAWA BARAT,KAB. TASIKMALAYA,BANTARKALONG,32,3206,3206070,JAWA BARAT,KABUPATEN TASIKMALAYA,BANTARKALONG,-7.66829,108.07478,46489.0,
201,32,32.06,32.06.09,JAWA BARAT,KAB. TASIKMALAYA,BOJONGASIH,32,3206,3206071,JAWA BARAT,KABUPATEN TASIKMALAYA,BOJONGASIH,-7.57702,108.14177,46477.0,
202,32,32.06,32.06.10,JAWA BARAT,KAB. TASIKMALAYA,CULAMEGA,32,3206,3206072,JAWA BARAT,KABUPATEN TASIKMALAYA,CULAMEGA,-7.58608,108.04372,46488.0,
203,32,32.06,32.06.11,JAWA BARAT,KAB. TASIKMALAYA,BOJONGGAMBIR,32,3206,3206080,JAWA BARAT,KABUPATEN TASIKMALAYA,BOJONGGAMBIR,-7.51543,107.97882,46475.0,
204,32,32.06,32.06.12,JAWA BARAT,KAB. TASIKMALAYA,SODONGHILIR,32,3206,3206090,JAWA BARAT,KABUPATEN TASIKMALAYA,SODONGHILIR,-7.47367,108.05853,46473.0,
205,32,32.06,32.06.13,JAWA BARAT,KAB. TASIKMALAYA,TARAJU,32,3206,3206100,JAWA BARAT,KABUPATEN TASIKMALAYA,TARAJU,-7.45736,107.97706,46474.0,
206,32,32.06,32.06.14,JAWA BARAT,KAB. TASIKMALAYA,SALAWU,32,3206,3206110,JAWA BARAT,KABUPATEN TASIKMALAYA,SALAWU,-7.36259,107.98588,46471.0,
207,32,32.06,32.06.15,JAWA BARAT,KAB. TASIKMALAYA,PUSPAHIANG,32,3206,3206111,JAWA BARAT,KABUPATEN TASIKMALAYA,PUSPAHIANG,-7.41001,108.05035,46472.0,
208,32,32.06,32.06.16,JAWA BARAT,KAB. TASIKMALAYA,TANJUNGJAYA,32,3206,3206120,JAWA BARAT,KABUPATEN TASIKMALAYA,TANJUNGJAYA,-7.38078,108.12385,46484.0,
209,32,32.06,32.06.17,JAWA BARAT,KAB. TASIKMALAYA,SUKARAJA,32,3206,3206130,JAWA BARAT,KABUPATEN TASIKMALAYA,SUKARAJA,-7.20908,108.17632,46455.0,
210,32,32.06,32.06.18,JAWA BARAT,KAB. TASIKMALAYA,SALOPA,32,3206,3206140,JAWA BARAT,KABUPATEN TASIKMALAYA,SALOPA,-7.49117,108.27255,46492.0,
211,32,32.06,32.06.19,JAWA BARAT,KAB. TASIKMALAYA,JATIWARAS,32,3206,3206141,JAWA BARAT,KABUPATEN TASIKMALAYA,JATIWARAS,-7.47987,108.21946,46491.0,
212,32,32.06,32.06.20,JAWA BARAT,KAB. TASIKMALAYA,CINEAM,32,3206,3206150,JAWA BARAT,KABUPATEN TASIKMALAYA,CINEAM,-7.39026,108.35616,46498.0,
213,32,32.06,32.06.21,JAWA BARAT,KAB. TASIKMALAYA,KARANG JAYA,32,3206,3206151,JAWA BARAT,KABUPATEN TASIKMALAYA,KARANGJAYA,-7.46556,108.40599,,
214,32,32.06,32.06.22,JAWA BARAT,KAB. TASIKMALAYA,MANONJAYA,32,3206,3206160,JAWA BARAT,KABUPATEN TASIKMALAYA,MANONJAYA,-7.3505,108.30551,46497.0,
215,32,32.06,32.06.23,JAWA BARAT,KAB. TASIKMALAYA,GUNUNG TANJUNG,32,3206,3206161,JAWA BARAT,KABUPATEN TASIKMALAYA,GUNUNGTANJUNG,-7.40719,108.28436,46496.0,
216,32,32.06,32.06.24,JAWA BARAT,KAB. TASIKMALAYA,SINGAPARNA,32,3206,3206190,JAWA BARAT,KABUPATEN TASIKMALAYA,SINGAPARNA,-7.34952,108.11296,46411.0,
217,32,32.06,32.06.25,JAWA BARAT,KAB. TASIKMALAYA,MANGUNREJA,32,3206,3206192,JAWA BARAT,KABUPATEN TASIKMALAYA,MANGUNREJA,-7.36839,108.09964,46462.0,
218,32,32.06,32.06.26,JAWA BARAT,KAB. TASIKMALAYA,SUKARAME,32,3206,3206191,JAWA BARAT,KABUPATEN TASIKMALAYA,SUKARAME,-7.35976,108.13362,46461.0,
219,32,32.06,32.06.27,JAWA BARAT,KAB. TASIKMALAYA,CIGALONTANG,32,3206,3206200,JAWA BARAT,KABUPATEN TASIKMALAYA,CIGALONTANG,-7.30938,108.00739,46463.0,
220,32,32.06,32.06.28,JAWA BARAT,KAB. TASIKMALAYA,LEUWISARI,32,3206,3206210,JAWA BARAT,KABUPATEN TASIKMALAYA,LEUWISARI,-7.34106,108.10955,46464.0,
221,32,32.06,32.06.29,JAWA BARAT,KAB. TASIKMALAYA,PADAKEMBANG,32,3206,3206212,JAWA BARAT,KABUPATEN TASIKMALAYA,PADAKEMBANG,-7.29372,108.10694,46466.0,
222,32,32.06,32.06.30,JAWA BARAT,KAB. TASIKMALAYA,SARIWANGI,32,3206,3206211,JAWA BARAT,KABUPATEN TASIKMALAYA,SARIWANGI,-7.32755,108.07686,46465.0,
223,32,32.06,32.06.31,JAWA BARAT,KAB. TASIKMALAYA,SUKARATU,32,3206,3206221,JAWA BARAT,KABUPATEN TASIKMALAYA,SUKARATU,-7.27521,108.13802,46452.0,
224,32,32.06,32.06.32,JAWA BARAT,KAB. TASIKMALAYA,CISAYONG,32,3206,3206230,JAWA BARAT,KABUPATEN TASIKMALAYA,CISAYONG,-7.25756,108.15146,46453.0,
225,32,32.06,32.06.33,JAWA BARAT,KAB. TASIKMALAYA,SUKAHENING,32,3206,3206231,JAWA BARAT,KABUPATEN TASIKMALAYA,SUKAHENING,-7.20183,108.14117,46454.0,
226,32,32.06,32.06.34,JAWA BARAT,KAB. TASIKMALAYA,RAJAPOLAH,32,3206,3206240,JAWA BARAT,KABUPATEN TASIKMALAYA,RAJAPOLAH,-7.27837,108.19543,46137.0,
227,32,32.06,32.06.35,JAWA BARAT,KAB. TASIKMALAYA,JAMANIS,32,3206,3206250,JAWA BARAT,KABUPATEN TASIKMALAYA,JAMANIS,-7.18071,108.1489,46451.0,
228,32,32.06,32.06.36,JAWA BARAT,KAB. TASIKMALAYA,CIAWI,32,3206,3206260,JAWA BARAT,KABUPATEN TASIKMALAYA,CIAWI,-7.66798,108.12933,46486.0,
229,32,32.06,32.06.37,JAWA BARAT,KAB. TASIKMALAYA,KADIPATEN,32,3206,3206261,JAWA BARAT,KABUPATEN TASIKMALAYA,KADIPATEN,-7.1054,108.10441,46457.0,
230,32,32.06,32.06.38,JAWA BARAT,KAB. TASIKMALAYA,PAGERAGEUNG,32,3206,3206270,JAWA BARAT,KABUPATEN TASIKMALAYA,PAGERAGEUNG,-7.11246,108.16589,46458.0,
231,32,32.06,32.06.39,JAWA BARAT,KAB. TASIKMALAYA,SUKARESIK,32,3206,3206271,JAWA BARAT,KABUPATEN TASIKMALAYA,SUKARESIK,-7.15952,108.19301,46459.0,
232,32,32.07,32.07.01,JAWA BARAT,KAB. CIAMIS,CIAMIS,32,3207,3207210,JAWA BARAT,KABUPATEN CIAMIS,CIAMIS,-6.90871,107.60672,40113.0,
233,32,32.07,32.07.02,JAWA BARAT,KAB. CIAMIS,CIKONENG,32,3207,3207220,JAWA BARAT,KABUPATEN CIAMIS,CIKONENG,-7.31138,108.27379,46261.0,
234,32,32.07,32.07.03,JAWA BARAT,KAB. CIAMIS,CIJEUNGJING,32,3207,3207150,JAWA BARAT,KABUPATEN CIAMIS,CIJEUNGJING,-7.34053,108.42089,46271.0,
235,32,32.07,32.07.04,JAWA BARAT,KAB. CIAMIS,SADANANYA,32,3207,3207240,JAWA BARAT,KABUPATEN CIAMIS,SADANANYA,-7.27187,108.31423,46256.0,
236,32,32.07,32.07.05,JAWA BARAT,KAB. CIAMIS,CIDOLOG,32,3207,3207130,JAWA BARAT,KABUPATEN CIAMIS,CIDOLOG,-7.40015,108.4486,46281.0,
237,32,32.07,32.07.06,JAWA BARAT,KAB. CIAMIS,CIHAURBEUTI,32,3207,3207230,JAWA BARAT,KABUPATEN CIAMIS,CIHAURBEUTI,-7.21887,108.19856,46262.0,
238,32,32.07,32.07.07,JAWA BARAT,KAB. CIAMIS,PANUMBANGAN,32,3207,3207300,JAWA BARAT,KABUPATEN CIAMIS,PANUMBANGAN,-7.15996,108.20135,46263.0,
239,32,32.07,32.07.08,JAWA BARAT,KAB. CIAMIS,PANJALU,32,3207,3207290,JAWA BARAT,KABUPATEN CIAMIS,PANJALU,-7.13449,108.27203,46264.0,
240,32,32.07,32.07.09,JAWA BARAT,KAB. CIAMIS,KAWALI,32,3207,3207280,JAWA BARAT,KABUPATEN CIAMIS,KAWALI,-7.17595,108.36453,46253.0,
241,32,32.07,32.07.10,JAWA BARAT,KAB. CIAMIS,PANAWANGAN,32,3207,3207270,JAWA BARAT,KABUPATEN CIAMIS,PANAWANGAN,-7.11072,108.37918,46255.0,
242,32,32.07,32.07.11,JAWA BARAT,KAB. CIAMIS,CIPAKU,32,3207,3207250,JAWA BARAT,KABUPATEN CIAMIS,CIPAKU,-7.22208,108.3326,46252.0,
243,32,32.07,32.07.12,JAWA BARAT,KAB. CIAMIS,JATINAGARA,32,3207,3207260,JAWA BARAT,KABUPATEN CIAMIS,JATINAGARA,-7.17472,108.40421,46273.0,
244,32,32.07,32.07.13,JAWA BARAT,KAB. CIAMIS,RAJADESA,32,3207,3207190,JAWA BARAT,KABUPATEN CIAMIS,RAJADESA,-7.18419,108.44338,46254.0,
245,32,32.07,32.07.14,JAWA BARAT,KAB. CIAMIS,SUKADANA,32,3207,3207200,JAWA BARAT,KABUPATEN CIAMIS,SUKADANA,-7.26659,108.45412,46272.0,
246,32,32.07,32.07.15,JAWA BARAT,KAB. CIAMIS,RANCAH,32,3207,3207180,JAWA BARAT,KABUPATEN CIAMIS,RANCAH,-7.19747,108.50197,46292.0,
247,32,32.07,32.07.16,JAWA BARAT,KAB. CIAMIS,TAMBAKSARI,32,3207,3207170,JAWA BARAT,KABUPATEN CIAMIS,TAMBAKSARI,-7.24976,108.54167,46293.0,
248,32,32.07,32.07.17,JAWA BARAT,KAB. CIAMIS,LAKBOK,32,3207,3207110,JAWA BARAT,KABUPATEN CIAMIS,LAKBOK,-7.3573,108.66159,46285.0,
249,32,32.07,32.07.18,JAWA BARAT,KAB. CIAMIS,BANJARSARI,32,3207,3207100,JAWA BARAT,KABUPATEN CIAMIS,BANJARSARI,-7.4864,108.61225,46283.0,
250,32,32.07,32.07.19,JAWA BARAT,KAB. CIAMIS,PAMARICAN,32,3207,3207120,JAWA BARAT,KABUPATEN CIAMIS,PAMARICAN,-7.46804,108.51989,46282.0,
251,32,32.07,32.07.29,JAWA BARAT,KAB. CIAMIS,CIMARAGAS,32,3207,3207140,JAWA BARAT,KABUPATEN CIAMIS,CIMARAGAS,-7.37537,108.468,46281.0,
252,32,32.07,32.07.30,JAWA BARAT,KAB. CIAMIS,CISAGA,32,3207,3207160,JAWA BARAT,KABUPATEN CIAMIS,CISAGA,-7.34099,108.5167,46291.0,
253,32,32.07,32.07.31,JAWA BARAT,KAB. CIAMIS,SINDANGKASIH,32,3207,3207221,JAWA BARAT,KABUPATEN CIAMIS,SINDANGKASIH,-7.30631,108.24176,46268.0,
254,32,32.07,32.07.32,JAWA BARAT,KAB. CIAMIS,BAREGBEG,32,3207,3207211,JAWA BARAT,KABUPATEN CIAMIS,BAREGBEG,-7.30258,108.36184,46274.0,
255,32,32.07,32.07.33,JAWA BARAT,KAB. CIAMIS,SUKAMANTRI,32,3207,3207291,JAWA BARAT,KABUPATEN CIAMIS,SUKAMANTRI,-7.07595,108.2815,46265.0,
256,32,32.07,32.07.34,JAWA BARAT,KAB. CIAMIS,LUMBUNG,32,3207,3207281,JAWA BARAT,KABUPATEN CIAMIS,LUMBUNG,-7.1617,108.32379,46258.0,
257,32,32.07,32.07.35,JAWA BARAT,KAB. CIAMIS,PURWADADI,32,3207,3207111,JAWA BARAT,KABUPATEN CIAMIS,PURWADADI,-7.45119,108.65968,46286.0,
258,32,32.07,32.07.37,JAWA BARAT,KAB. CIAMIS,BANJARANYAR,32,3207,3207101,JAWA BARAT,KABUPATEN CIAMIS,BANJARANYAR,-7.51549,108.55173,46283.0,
259,32,32.08,32.08.01,JAWA BARAT,KAB. KUNINGAN,KADUGEDE,32,3208,3208020,JAWA BARAT,KABUPATEN KUNINGAN,KADUGEDE,-7.00344,108.44623,45561.0,
260,32,32.08,32.08.02,JAWA BARAT,KAB. KUNINGAN,CINIRU,32,3208,3208030,JAWA BARAT,KABUPATEN KUNINGAN,CINIRU,-7.04217,108.503,45565.0,
261,32,32.08,32.08.03,JAWA BARAT,KAB. KUNINGAN,SUBANG,32,3208,3208050,JAWA BARAT,KABUPATEN KUNINGAN,SUBANG,-7.13387,108.53547,45586.0,
262,32,32.08,32.08.04,JAWA BARAT,KAB. KUNINGAN,CIWARU,32,3208,3208060,JAWA BARAT,KABUPATEN KUNINGAN,CIWARU,-7.07986,108.6248,45583.0,
